president,subgroup,date,approve,approve_hi,approve_lo,disapprove,disapprove_hi,disapprove_lo,timestamp,spread,datetime,date_display
Joe Biden,Adults,2022-03-21 00:00:00,41.86,46.270697,37.45831,52.67,56.847101,48.499395,15:08:23 21 Mar 2022,-10.81,2022-03-21 15:08:23,Mar. 21
