president,subgroup,date,approve,approve_hi,approve_lo,disapprove,disapprove_hi,disapprove_lo,timestamp,spread,datetime,date_display
Joe Biden,Voters,2022-03-13 00:00:00,43.32,47.642823,39.004172,51.44,56.445078,46.442709,15:16:48 13 Mar 2022,-8.12,2022-03-13 15:16:48,Mar. 13
